Asset Center,Asset Title,Access Manager Value,Asset Status,User Name,User UUPIC,User Duty Center,Org Code,Business Phone,Primary E-mail,Primary Affiliation Agreement,Identity Status,Request Number,Submitted Date,Request Type,Request Status,Is Currently Provisioned,Provisioned Date,Role Title,Privileged Role Type,Selected Value,Request Role Status
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15844,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Modify-002808014,43074,Modify,Provisioned,Yes,43082,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15845,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ FASD CRAS Administrator,15721,Active,jdoe15846,250943489,HQ,LM020,redacted,redacted,redacted,Active,Add-002197502,42740,Add,Provisioned,Yes,42740,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15847,681163613,HQ,JD000,703.636.2033,redacted,redacted,Active,Modify-002261956,42774,Modify,Provisioned,Yes,42774,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15848,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15849,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,NR-GF-143356530,40248,Add,Provisioned,Yes,40248,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe1585,116846742,HQ,JF000,,redacted,redacted,Active,Bulk-002150754,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15850,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15851,978996832,HQ,JD000,,redacted,redacted,Active,Modify-002778332,43052,Modify,Provisioned,Yes,43052,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe15852,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002422714,42874,Add,Provisioned,Yes,42880,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe15853,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002880823,43129,Add,Provisioned,Yes,43130,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15854,96747166,ARC,I,redacted,redacted,redacted,Active,Add-001767280,42451,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15855,942132423,HQ,LM020,redacted,redacted,redacted,Active,Add-001649691,42418,Add,Provisioned,Yes,42424,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe15856,801786466,HQ,LM021,redacted,redacted,redacted,Active,Add-000915967,42013,Add,Provisioned,Yes,42017,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15857,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe15858,60399451,LARC,D309,757.864.9479,redacted,redacted,Active,Modify-002807241,43074,Modify,Provisioned,Yes,43077,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15859,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe1586,668025429,MSFC,IS92,,redacted,redacted,Active,Add-002914917,43151,Add,Provisioned,Yes,43151,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Portfolio Management Tool,14607,Active,jdoe15860,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Bulk-001503710,42331,Bulk,Provisioned,Yes,42331,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15861,775072021,HQ,JD000,,redacted,redacted,Active,Modify-002241921,42766,Modify,Provisioned,Yes,42766,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15862,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15863,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15864,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15865,44618942,HQ,JD000,,redacted,redacted,Active,Add-002348455,42830,Add,Provisioned,Yes,42834,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15866,374211055,HQ,JD000,,redacted,redacted,Active,Bulk-002150782,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe15867,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Bulk-002878163,43125,Bulk,Provisioned,Yes,43125,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe15868,723521830,HQ,HA000,202.358.2563,redacted,redacted,Active,Bulk-002402959,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe15869,723521830,HQ,HA000,202.358.2563,redacted,redacted,Active,Bulk-002402959,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe1587,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Add-002255977,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe15870,612886643,HQ,LM020,202.358.0077,redacted,redacted,Active,Modify-002559553,42936,Modify,Provisioned,Yes,42936,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15871,51594710,HQ,LM020,redacted,redacted,redacted,Active,Add-001649689,42418,Add,Provisioned,Yes,42419,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15872,385693440,ARC,I,redacted,redacted,redacted,Active,Add-001714555,42438,Add,Provisioned,Yes,42439,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15873,647186361,HQ,JD000,,redacted,redacted,Active,Modify-002180291,42724,Modify,Provisioned,Yes,42724,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe15874,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002207927,42747,Add,Provisioned,Yes,42747,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE AWS Console,16885,Active,jdoe15875,432379233,HQ,LM020,202.358.0627,redacted,redacted,Active,Add-002910983,43146,Add,Provisioned,Yes,43146,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15877,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe15878,994288243,HQ,LM020,202.358.0673,redacted,redacted,Active,Add-002255837,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15879,910013662,GRC,VR00,redacted,redacted,redacted,Active,Add-001728523,42440,Add,Provisioned,Yes,42440,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe1588,364310003,MSFC,IS92,,redacted,redacted,Active,Add-002921988,43154,Add,Provisioned,Yes,43154,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15880,390030180,ARC,TI,,redacted,redacted,Active,Add-002825251,43088,Add,Provisioned,Yes,43091,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe15881,44216912,HQ,LM020,202.358.0451,redacted,redacted,Active,Bulk-001468330,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15882,916675065,HQ,LM020,202.358.0610,redacted,redacted,Active,NR-AR-000169934,40799,Add,Provisioned,Yes,40802,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe15883,904634321,HQ,VA020,202.358.1907,redacted,redacted,Active,Bulk-001468328,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe15884,582438835,HQ,JD000,703.338.6450,redacted,redacted,Active,Add-002678105,42989,Add,Provisioned,Yes,43004,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15885,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe15886,582438835,HQ,JD000,703.338.6450,redacted,redacted,Active,Add-002678105,42989,Add,Provisioned,Yes,43004,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15887,51594710,HQ,LM020,redacted,redacted,redacted,Active,Add-001649689,42418,Add,Provisioned,Yes,42419,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe15888,892055746,JSC,AD9,281.792.8481,redacted,redacted,Active,Add-002879114,43126,Add,Provisioned,Yes,43131,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Enterprise File Sharing and Sync (BOX),16292,Active,jdoe15889,527946121,JSC,GP,281.483.0017,redacted,redacted,Active,Add-002645177,42975,Add,Provisioned,Yes,43004,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Questions for Response Database (QFRDB),14376,Active,jdoe15890,904634321,HQ,VA020,202.358.1907,redacted,redacted,Active,Bulk-001468328,42305,Bulk,Provisioned,Yes,42305,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe15892,877383139,HQ,LM020,,redacted,redacted,Active,Add-002852682,43110,Add,Provisioned,Yes,43110,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Keysurvey,14080,Active,jdoe15893,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002703393,43006,Add,Provisioned,Yes,43007,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15894,916675065,HQ,LM020,202.358.0610,redacted,redacted,Active,NR-AR-000169934,40799,Add,Provisioned,Yes,40802,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15895,510485425,JSC,IB111,redacted,redacted,redacted,Active,Add-002332261,42822,Add,Provisioned,Yes,42822,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe15896,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Bulk-002878163,43125,Bulk,Provisioned,Yes,43125,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15897,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15898,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Splunk,15705,Active,jdoe15899,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002213151,42752,Add,Provisioned,Yes,42752,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe1590,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15900,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15901,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15902,218767631,KSC,ITSS,redacted,redacted,redacted,Active,Add-002205734,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,AGCY Functional Integration Query System (FIQS),16248,Active,jdoe15903,516520,MSFC,EV71,redacted,redacted,redacted,Active,Add-002508274,42905,Add,Provisioned,Yes,42906,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15904,942132423,HQ,LM020,redacted,redacted,redacted,Active,Add-001649691,42418,Add,Provisioned,Yes,42424,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15905,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15906,77852043,HQ,JD000,571.253.1211,redacted,redacted,Active,Add-002206855,42746,Add,Provisioned,Yes,42746,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15907,64089760,HQ,JD000,703.582.8378,redacted,redacted,Active,Bulk-002150761,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15908,717850450,HQ,JD000,540.846.4506,redacted,redacted,Active,Bulk-002150763,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15909,409824462,GRC,VM00,redacted,redacted,redacted,Active,Add-001905344,42544,Add,Provisioned,Yes,42549,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe1591,582438835,HQ,JD000,703.338.6450,redacted,redacted,Active,Add-002462826,42892,Add,Provisioned,Yes,42898,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15910,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15911,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE AWS Console,16885,Active,jdoe15912,432379233,HQ,LM020,202.358.0627,redacted,redacted,Active,Add-002910983,43146,Add,Provisioned,Yes,43146,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15913,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15914,364310003,MSFC,IS92,,redacted,redacted,Active,Add-002921988,43154,Add,Provisioned,Yes,43154,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe15915,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002422714,42874,Add,Provisioned,Yes,42880,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15916,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Portfolio Management Tool,14607,Active,jdoe15917,626370252,HQ,LM023,202.358.4778,redacted,redacted,Active,Bulk-001503708,42331,Bulk,Provisioned,Yes,42331,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15918,766448065,HQ,JD000,,redacted,redacted,Active,Modify-002385553,42853,Modify,Provisioned,Yes,42857,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15919,668235664,HQ,LM020,202.358.0034,redacted,redacted,Active,Add-002544835,42926,Add,Provisioned,Yes,42926,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe1592,368938720,HQ,LM020,202.358.2089,redacted,redacted,Active,Add-002324328,42817,Add,Provisioned,Yes,42817,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15920,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,NR-GF-143356530,40248,Add,Provisioned,Yes,40248,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15921,686848162,HQ,JD000,202.358.1393,redacted,redacted,Active,Add-002373600,42845,Add,Provisioned,Yes,42850,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15922,686848162,HQ,JD000,202.358.1393,redacted,redacted,Active,Bulk-002150769,42702,Bulk,Provisioned,Yes,42702,bad_information,99 - Low Privilege,User,Provisioned
HQ,"HQ IBM Rational Project Areas, CRs, WMS",13589,Active,jdoe15923,266895345,HQ,LM020,571.385.3987,redacted,redacted,Active,Modify-002434693,42881,Modify,Provisioned,Yes,42885,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15924,96747166,ARC,I,redacted,redacted,redacted,Active,Add-001767280,42451,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe15925,871999165,GSFC,5800,301.286.6663,redacted,redacted,Active,Add-002918643,43153,Add,Provisioned,Yes,43156,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15926,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Add-002325064,42818,Add,Provisioned,Yes,42818,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15927,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15928,978996832,HQ,JD000,,redacted,redacted,Active,Modify-002778332,43052,Modify,Provisioned,Yes,43052,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15929,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe1593,551333132,LARC,D319,757.864.9377,redacted,redacted,Active,Modify-002804891,43073,Modify,Provisioned,Yes,43073,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15930,604590401,KSC,UNKNOWN,,redacted,redacted,Active,Add-002895972,43137,Add,Provisioned,Yes,43137,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe15931,170662204,JSC,IO111,281.244.7049,redacted,redacted,Active,Modify-002844394,43105,Modify,Provisioned,Yes,43108,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices Google G-Suite,14641,Active,jdoe15932,170662204,JSC,IO111,281.244.7049,redacted,redacted,Active,Modify-002844394,43105,Modify,Provisioned,Yes,43108,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15933,775072021,HQ,JD000,,redacted,redacted,Active,Modify-002241921,42766,Modify,Provisioned,Yes,42766,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Keysurvey,14080,Active,jdoe15934,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002703393,43006,Add,Provisioned,Yes,43007,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15935,44618942,HQ,JD000,,redacted,redacted,Active,Add-002348455,42830,Add,Provisioned,Yes,42834,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15936,44618942,HQ,JD000,,redacted,redacted,Active,Add-002348455,42830,Add,Provisioned,Yes,42834,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15937,652692413,HQ,LM021,202.358.1348,redacted,redacted,Active,Add-001164760,42208,Add,Provisioned,Yes,42213,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15938,803277140,HQ,LM020,202.358.3720,redacted,redacted,Active,Add-002321668,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15939,850676653,HQ,LM020,571.385.4012,redacted,redacted,Active,Add-001433424,42278,Add,Provisioned,Yes,42282,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe1594,681163613,HQ,JD000,703.636.2033,redacted,redacted,Active,Modify-002261956,42774,Modify,Provisioned,Yes,42774,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ MCE Github Enterprise,15734,Active,jdoe15940,994288243,HQ,LM020,202.358.0673,redacted,redacted,Active,Add-002255843,42769,Add,Provisioned,Yes,42769,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (Commercial) - Console Access,14197,Active,jdoe15941,604590401,KSC,UNKNOWN,,redacted,redacted,Active,Add-002895972,43137,Add,Provisioned,Yes,43137,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15942,46396630,HQ,LM020,202.358.1223,redacted,redacted,Active,Add-002321915,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15943,892631651,HQ,LM023,301.464.6638,redacted,redacted,Active,Add-002334322,42823,Add,Provisioned,Yes,42824,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15953,96747166,ARC,I,redacted,redacted,redacted,Active,Add-001767280,42451,Add,Provisioned,Yes,42452,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15973,345446750,LARC,B7,redacted,redacted,redacted,Active,Add-002196233,42740,Add,Provisioned,Yes,42740,bad_information,99 - Low Privilege,User,Provisioned
HQ,AGCY Functional Integration Query System (FIQS),16248,Active,jdoe15980,427693006,MSFC,EV74,redacted,redacted,redacted,Active,Bulk-002445119,42887,Bulk,Provisioned,Yes,42887,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15984,143356530,HQ,LM023,202.358.1546,redacted,redacted,Active,Add-002323138,42816,Add,Provisioned,Yes,42816,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Piwik,16868,Active,jdoe15986,591352705,HQ,LM020,202.358.1052,redacted,redacted,Active,Bulk-002878163,43125,Bulk,Provisioned,Yes,43125,bad_information,99 - Low Privilege,User,Provisioned
HQ,WebServices WESTPrime Amazon Web Services (GovCloud) Console Access,15674,Active,jdoe15988,242459114,HQ,JD000,202.358.0839,redacted,redacted,Active,Add-002348307,42830,Add,Provisioned,Yes,42834,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Keysurvey,14080,Active,jdoe15990,447137001,HQ,LM023,202.358.1499,redacted,redacted,Active,Add-002703393,43006,Add,Provisioned,Yes,43007,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ NASA Education Activity Repository (NEAR),15538,Active,jdoe15992,22567125,HQ,LM020,202.747.2460,redacted,redacted,Active,Bulk-002402058,42863,Bulk,Provisioned,Yes,42863,bad_information,99 - Low Privilege,User,Provisioned
HQ,AGCY Functional Integration Query System (FIQS),16248,Active,jdoe15994,270615733,MSFC,EE12,redacted,redacted,redacted,Active,Bulk-002445121,42887,Bulk,Provisioned,Yes,42887,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ Access to Headquarters DAR/RFI Reporting Database,14686,Active,jdoe15995,296512040,HQ,JC000,redacted,redacted,redacted,Active,Add-002476504,42894,Add,Provisioned,Yes,42895,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ SWLDB Software Library Database,16999,Active,jdoe15998,652692413,HQ,LM021,202.358.1348,redacted,redacted,Active,Add-001164760,42208,Add,Provisioned,Yes,42213,bad_information,99 - Low Privilege,User,Provisioned
HQ,HQ ITCD MCE Infrastructure,16026,Active,jdoe15999,940940924,HQ,LM020,202.358.3940,redacted,redacted,Active,Modify-002529269,42915,Modify,Provisioned,Yes,42916,bad_information,99 - Low Privilege,User,Provisioned
